texts,tags
นิสสันเงียบมาก เมื่อไหร่จะออกรุ่นใหม่,neg
บางทั้ง2ฝั่งเลยค่ะก้อน แถมแพงอีกตะหาก,neg
บุหรี่ไฟฟ้าประกันตัวแสนนึง พระเจ้า!!!,neg
เบียร์ลีโอขวดเป็นร้อยจริงหรอ..โหดไปปะ,neg
เบื่อแล้วเบียร์ลีโอ.อยากกินนมลีโอมั่ง,neg
ปวดท้องจะตายยุ่ละ ผ้าอนามัยจะเยนไปไหน,neg
ปัญหาน้ำรั่วที่คอนโด Keyne ของแสนสิริ,neg
ป่านนี้แล้วก็ยังไม่ได้ลิปอินนิสฟรี 😅,neg
ปีนี้ขอเลี่ยงสเมอนอฟจ้าไม่มีคนเกบอ้วก,neg
เป๊บซี่ที่ไม่มีความเป็นเป๊บซี่อ่ะเหรอ,neg
โปรมาสด้า 2 แต่รูปเป็นมาสด้า 3 ซะงั้น,neg
ผ้าอนามัยติดทุกอย่างยกเว้นกางเกงในค่ะ,neg
ผ้าอนามัยแบบสอดก็ใช้ไม่เป็น กลัว 5555,neg
พอเถอะพี่ท่าน ถึงขั้นต้องเช่าชุดไปอีก,neg
แพงค่ะน้ำจิ้มมีอย่างเดียวไม่อิ่มค่ะ..,neg
มองน้ำปลาทีแรก คิดว่าขวดหงส์ทอง 55555,neg
มาสด้าก็ลอกหน้าตาเจ้าอื่นมาอีกที55555,neg
มิเตอร์เสีย 55555 เบียร์ช้างขวดละ 300,neg
มีที่ถูกกว่านี้ปะ อยากไปแต่แพงไปหน่อย,neg
เมื่อวานไม่เห็นมีโปร กินเสร็จมีโปรเฉย,neg
ไม่ใช่ไรนะ เงินหมดแล้ว 55555555555555,neg
ไม่ต้องกินหมูทะล้ะ กินอันนี้แหละ55555,neg
ยอดตกแน่นิสสันนาวาร่า^^^ล้อเล่นนะครับ,neg
ยังมัปวดท้องอยุ่นิดๆ ทัองเสียอยุ่บ้าง,neg
เยอะไปก้ไม่อร่อย ไม่รุ้จะกินไหนดี 555,neg
แย่ ผมเมาสปาย จุดจบสายขี้เมาแบบผม -_-,neg
รสชาตแย่มาก เหมือน 285 แต่แย่กว่าาาาา,neg
ราคาแพงไป เพิ่มอีกนิดซื้อคัมรี่ดีกว่า,neg
รีวิวการกินบาบีก้อนคนเดียว เจอแมลงสาบ,neg
แล้ว ถ้า คน ไม่กิน น้ำอัดลม ก็ เซง ดิ,neg
เว่อละใครจะเช่าแพงแบบนั้น 2-3ร้อยก้มี,neg
สิทธิ์ผู้บริโภคครับ...เล่นกฎหมายกันไป,neg
เสียใจทสาขาเดอะมอลล์บางกะปิ ยุบไปแล้ว,neg
แสงโสมหมดแล้วยังไม่เมาเลย อิเหี้ยเอ้ย,neg
ใส่ผ้าอนามัยผ้าอนามัยยังบาดหีอ่ะ เส้า,neg
หายใจไม่ออกแล้วโว้ย ดอยสุเทพหายไปแล้ว,neg
อยากใช้อินนิสฟรีแต่กลัวสิวขึ้น โว้ยยย,neg
ออกกกำลังกายมีสี่วัน พังเพราะบาบิก้อน,neg
อี่เหี้ย ผ้าอนามัยแตดนี่เย็นมากกกกกกก,neg
แอร์เอเชียได้เงินกูครั้งเดียวพอ จำไว้,neg
ฮืออ ละบาบีก้อนใช้เนื้อของที่ไหนเนี่ย,neg
=+1 คะ อิ่มเพราะกระหล่ำ สั่งเยอะก้อแพง,neg
299 เอง เอาเงินจากกินบาบีก้อนมาได้สบาย,neg
App ห่วยแตก ไปหาทำการตลาดอย่างอื่นเหอะ,neg
CX5 mazda 2 ดีเซล ปัญหาน้ำดันฝาสูบโก่ง,neg
hi! ยูbeer ...ขวดมันเล็กไปอ่ะ . #ubeer,neg
กู ยังเห็น มืงดูด อยู่ เลย ตอแหล จริมๆ,neg
กูว่าจะซื้อมาสด้า 3 ไม่ซื้อดีด่าแบบนี้,neg
ขนาดบาบีก้อนโว้ยย ที่เคยเล่าไข่พยาธิอะ,neg
ขอร้านเหล้า ปีนี้หงุดหงิดเบียร์ช้างมาก,neg
ข้าเสียดายยิ่งนัก มิน่ากลับหัวเมืองเลย,neg
ค่าเช่าชุดก็500฿ ล่ะ แพงกว่าปกติอีก555,neg
คือว่าเซากินเผ็ด สิคุ้มค่าพบแพทย์บ่ค่ะ,neg
จริงๆเบียร์ช้างก็รสชาดดีกว่าลีโอแล้วนะ,neg
จัยเลว มาซื้ออินนิสฟรีที่โตเกียว555555,neg
ชวนก้อไม่มีคัยไป. แถมวันนี้ไม่ว่างด้วย,neg
ดั้นด้นมาถึงที่นี่ Toner ของ Aesop หมด,neg
ดีน่ะที่ไม่กินเรดเพราะกินแต่สี่สิบ5555,neg
เดี๋ยวซื้อเอ็มเคไปฝากเผื่อเบื่อข้าวผัด,neg
แดกช้างเสร็จมาต่อด้วยรี อ้วกมั้ยให้ทาบ,neg
ต่อที่ 2 ไม่เห็นได้รับคูปองชิงโชคเลยคะ,neg
ต่อให้หน้าชนกัน Honda ก็ไม่เหลืออยุ่ดี,neg
ตำรวจจับคนจีนทำเบียร์ช้างปลอม 1500 ลัง,neg
แต่งไปกินครึ่งราคา จะคุ้มค่าชุดมั้ยอ่า,neg
ทำไมใช่ชีทมาร์กอีทูดี้แล้วร้อนหน้า ;-;,neg
ทำไมน้องเบบต้องเกิดมาแพ้ลิป 3ce ด้วยคะ,neg
บอนชอนกันมึง กูไม่กินบาบีก้อนแล้วววววว,neg
บาบีก้อนนน แล้วปวดขี้ แต่ไม่พูด 😒😒😒,neg
เบียร์ช้างผสมกาโตะสตอเบอรี่ ก็โอยุน้าา,neg
เบื่อแล้วเด้อ (@ BarBQ Plaza Robinson),neg
แบบ โอ๊ย ไม่กล้ากินบาบีก้อนละอะ 555555,neg
ผ้าอนามัยมันชอบห่อตัวแล้วหนีบขนหลุดเลย,neg
ผิดกฏหมายข้อไหนก็บอกเค้าไปสิคุณตำรวจ55,neg
พี่อะทำโอตลอดๆๆๆๆๆ คงยังไม่มีโอกาสพาไป,neg
เพื่อนบางคนก็ไม่ควรเป็นเพื่อน เกลียด!!,neg
เพื่อนมาจากดูใบ โดนจราจรจับไถไป1000นึง,neg
แพ้กานิเย่โฟมค่ะ ร้องห้ายยย ผดเต็มหน้า,neg
แพงกว่า Porsche 911 อีก 555 แพงเว่ออร์,neg
ฟอร์จูนเนอร์สองคันตามหลังกูตากูบอดแน่ๆ,neg
ไฟรถฟอจูนเนอร์ควรเป็นปัญหาระดับชาติอ่ะ,neg
มันน่ามากกกกกกก บิวตี้กลับวันนี้ล่ะเซง,neg
เม็ดสาคูแถมจากบาบีก้อน ช่วงโปรโมชั่นอะ,neg
ไม่นะมึงงง ฮอทพอทแหลมทองแม่งเจ๊งไปแล้ว,neg
ไม่น่ากินฟูลมูนเลยอห. เสัยดท้องเชี่ยยย,neg
ไม่เห็นพนักงานแนะนำเลย น้ำจิ้มสูตรใหม่,neg
ไม่เห็นมีทีมงานเลย #NFLYING #BreezerTH,neg
รัฐไม่จริงใจในการแก้ไข..ห่วงผลประโยชน์,neg
รายปีถูกแน่นอน รีโว่ยังต้องจ่ายแพงกว่า,neg
เราพัฒนาถอยหลัง ครับ ไม่ใช่พัฒนาเดินนา,neg
ลองไปแล้ว1ขวดนอนตายทั้งวัน. #ปวดหัวมาก,neg
ลิป YSL สีสวย แต่กลิ่นแรงไปเลยยอมแพ้ละ,neg
เลิกกินเถอะ เอาเนื้อเป็นหนองมาขายเนี่ย,neg
เลียนแบบนิสสันจุ๊ก...ไม่สวยอะใครออกแบบ,neg
"วีโก้, วีออส นะ อย่าขับเร็ว มันไม่เกาะ",neg
สงสัยต้องลาขาดจากช้าง กินทีไร แฮงค์สัด,neg
สมัยนี้เด็กอายุน้อยแต่สูงมีเยอะไปอดเลย,neg
เสียงแหบกับ Smirnoffอีกแล้วววว ค๊วยยยย,neg
แสงสว่าง แสงโสม เหล้าเหี้ยไรไม่รู้อีกก,neg
ใส่ผ้าอนามัยนั่งจนตูดเป็นแผลละอ่ะ โห้ว,neg
หาดใหญ่ไม่มี hotpot แล้วววว จะกินยังไง,neg
เหล้าเบลล์รสชาติเหี้ยสุด จะไม่แดกอีกละ,neg
เห้ออออ ค่าเช่าชุดน่าจะแพงกว่าค่าอาหาร,neg
อันนี้ก็กิน อร่ยจริงๆๆๆ ดีกว่าsmirnoff,neg
เอ้าเพิ่งรุ้ว่าhonda ขายไม่ดีในญี่ปุ่น,neg
โอ้ยยยย แล้วชาติไหนกุถึงจะได้กินร่ะ555,neg
950ฟอร์จูนเนอร์ไม่รวมนาวาร่าที่ป้าแกทุบ,neg
multifocal small-size abcess =หนองไงจ๊ะ,neg
กูนึกว่าบลัชเดอะเฟสช็อป หลอกลวง .กระทืบ,neg
กูว่าเอ็มเคไม่พัง พวกเรากินน้อย ไม่คุ้ม,neg
คิดถูกละ เปิดสปายกิน แม่งเง้ยย เหงาเห้ๆ,neg
เครื่องอัลติส ไม่น่าจะหวังมากกว่านี้ได้,neg
ดีไซน์ดูลงตัวกว่า แอคคอดตัว g10จริงแหละ,neg
แดกเป็นแต่หงส์ 285 ของแพงมันเปลือง 555+,neg
แดดอุ่นขั้นร้อน กับคออ่อนๆ เสือกแดกลีโอ,neg
ทำไมอ่ะพจน์ ไม่ดีหรอ กินเบื่อละครั้น555,neg
ทีข่าวน้ำมันเครื่องแม่งมีนักวิจัยมาวิใจ,neg
นมเจ้าปัญหา ฉันหมดกับเธอตั้งกี่บาทแล้ว!,neg
เนตเป็นห่าไรวะหลุดๆมาๆ2วันละเบื่อชิบหาย,neg
เบียร์ ลีโอ ช้าง สิงห์ เลิก ซัด ไทเกอร์,neg
พกปืนเถื่อนโทษยังน้อยกว่าบุหรี่ไฟฟ้าอีก,neg
พวกเห็นแก่ตัวทั้งหลายครับเสียผลประโยช😂,neg
เมื่อไรจะแก้เตาใหม่ทุกสาขา ตักน้ำชุปยาก,neg
ไม่ชอบน้ำจิ้มน่าจะมีน้ำจิ้มแบบสุกี้ด้วย,neg
ยังไง สรุปมาอิดอกตัวหังสือเล็กเกินปวดตา,neg
ยืมชุดได้มะ จะได้ไม่เสียค่าเช่า 5555555,neg
รถนิสสันอย่าเสี่ยงครับพี่ ปัญหาเยอะครับ,neg
รอกินไอติมแมคมาประมาณครึ่งชม.แล้วจ้าาาา,neg
รำคาญผ้าอนามัยว่ะ จะใส่แพมเพิสละนะอีห่า,neg
รำคาญผ้าอนามัยสัส มึงจะงกกาวไปไหน เหี้ย,neg
แล้วก็เสียทรัพย์ให้กับพาเลตอีทูดี้จนได้,neg
สาขาโฮมโปร ลำลูกกาไม่ร่วมอะ งื่อๆ😢😢😢,neg
สิงห์ไม่ไหวจริง นี่กินแต่ออร่ากับเนสเล่,neg
แสงโสมเล่นกุแล้ว ไอสัด ไม่กินละเหล้าถูก,neg
หน่อว ปกติพี่ 285 ไง มอพี่แม่งกินแต่285,neg
ออๆๆลืมๆๆขอโทดๆๆๆ เสียใจด้วยนะจ๊ะ😟😟😟,neg
อิสัส แดกแสงโสมเมากว่านี้กุไม่เคยเป็นไร,neg
อิห่าราก กูแพ้แสงโสมเหรอวะ หมดไส้หมดพุง,neg
อิเหี้ยจัยเย็น มันอินนิสฟรีเกาหลีว่ะ...,neg
Chanel Lancome SK-ll Dior โออีเหี้ยยยยยย,neg
Heineken จืดอ่ะไม่ใช่สายกูเลย 5555555555,neg
honda อะไหล่แพง มันไม่คุ้มถ้านำมาทำ Taxi,neg
กินฟูลมูนตอนไม่มีอารมณ์ละกินไม่หนุกเลยอะ,neg
ของจริงกับในรูปนี่ต่างกันมากค่ะ ยืนยัน!!,neg
คดีใหญ่มากครับบุหรี่ไฟฟ้าแต่ยาบ้าเต็มเลย,neg
ครีมสมูทอีหีแตดนี่ คือแพงมาก และเหม็นมาก,neg
คำที่หมอบอกไว้ตอนท้ายแม่งเหลือเกินจริง ๆ,neg
คิดในแง่ดี เราได้กินของแพง เรามีตัง555((,neg
เค้าให้ใส่ชุดไทย สัส ยุดแม่การะเกดตอนนี้,neg
จริงๆ แค่บุหรี่ไฟฟ้า แม่งผิดอะไรนักหนาวะ,neg
จะไม่กินฟูลมูนพา้อมโซจูอีก สัญญา แงงงงงง,neg
เจอคนได้อินนิสฟรีเต็มทล แม่มเอ๊ย กูจิตตก,neg
ชั้นผู้แดกห่าไรไม่เป็นเลย แม้กระทั่งสปาย,neg
ซัมซุงเขย่ามากๆระวังตัวกันกล้องสั่นพังนะ,neg
ซูซูกิ มันแถ #คิดเหมือนกันซ้ายได้ไม่ซ้าย,neg
ดื่มเบียร์ช้างทีรัยปวดหัวทุกทีเลย 😢😢😢,neg
เดียวกูนุ่งชุดไทยแบบงานแต่งไปแม่งเลย 555,neg
โดนพี่หลอกให้แดกเบียร์ ไฮเนเก้นไปหนึ่งที,neg
ถ้าไม่ติดว่า ชอบ rukkit ไม่แดกหรอก ubeer,neg
ทำไมไม่ร่วมให้เหมือนกันหมด M K เหมือนกัน,neg
ที่โคราชจะทานอะไรคะ บาบีกอนไม่บุฟเฟ่นะคะ,neg
นึกว่าย้าย เสียดายเลยจะกินที่ไหนล่ะทีนี้,neg
เน้ตแม่งโคตรช้า เสียตัง ไม่ได้ขอฟรี แม่ง,neg
แนะนำสั่ง ทองดี 1 ชุด กุ้งเผา 1 โล ดีก่า,neg
เบียร์ช้างขวดละ 118 บาท อมกกกกกกกกกกกกกก,neg
เบียร์ช้างปลอม แต่ยาบ้าบ้านมึงน่ะของจริง,neg
เปลี่ยนจากยาสูบ ทำน้ำยาขายไม่ดีกว่าหราาา,neg
ผมก็แค่ทดลองเลิกกินเบียร์ช้าง ครับ เสี่ย,neg
พอไหวครับ แต่น่าจะต้องปรับปรุงอีกหลายจุด,neg
พัทยาเสียค่าปรับตอ้งจ่ายค่าคอกด้วยนะครับ,neg
เพิ่งไปกินมาวันนี้ กลิ่นตุๆค่ะไม่โอเคเลย,neg
เพิ่งไปกินมาเอง ไม่อร่อย ร้านอื่นเส้ 555,neg
ฟังคนจีนออกเสียง แมคโดนัลแล้วแบบ... ฮ่วย,neg
มากินที่โลตัสปทุมทำไมพนักงานบอก599อ่ะค่ั,neg
ไม่กล้าใช้นิกซ์อะ คนแพ้เยอะ กลัวใช้ละแพ้,neg
ไม่ชอบอาหารญี่ปุ่น ลาบ น้ำตก ส้มตำ พอว่า,neg
ไม่เอาแล้วเบียร์ช้างหน้าหีอิดอก กุปวดหัว,neg
ยังไม่ได้รถเลยคับน้า รอรถอยู่คับ CivicFC,neg
รัฐบาลนี้มีแต่ควายบริหารประเทศ โง่ทุกตัว,neg
เรดส์ปลอมนี่สถุนกว่าเหล้าขาว 40 ดีกรีอีก,neg
ลอลีเอะสีเขียว เกงในแทบฉีก ใช้มาจะ10ปีละ,neg
วันนี้ BA dior สาขาแฟชั่นไม่น่ารักเลยยยย,neg
สาขาเวสเกตไม่เคยเข้าร่วมโปรโมชั่นใดๆ😡😡,neg
เสียงเบาจริงครับ หาหูฟังมาใส่ ดีขึ้นครับ,neg
แสงโสมนี่พักเน้อ ตื่นยากฉิบหาย ขำหัวอีก.,neg
หนังเลิกตอนนี้ก็แท็กซี่อย่างเดียวแล้ว 😑,neg
หนูกินเอ็มเคอยู่ ทิ้งไปชะเง้อไม่ได้จริงๆ,neg
หลอกเรากินเห็ด..แพงๆ...เดัยนี้ทานแต่ชาบู,neg
เห็นแล้ววาจะแท๊กให้อยู่นึกว่ามันฟมดโปรละ,neg
แหมมมมมมมมมมม บุหรี่ไฟฟ้าผิดกฎหมาย อิดอก,neg
อยากกินเบียร์เป็น นี่ขนาดกินสปายยังขม 😣,neg
อยากกินเบียร์หมี แต่ทำไมแถวบ้านไม่มี😭😭,neg
อันนี้แม่งฮาจริง ทรงเป็นสามัญชน 55555555,neg
อันนี้ไหม? แต่ซีคอนปิดปรับปรุงอยู่น่ะ 😥,neg
อินนิสฟรีสั่งไปจะเดือนละยังไม่ได้เลยเว้ย,neg
ไฮเนเก้น ขวดละ 140 ทำไมมันแพงกว่าชาวบ้าน,neg
1530 มีคนทำงานไหมจะโทรแจ้ง คู่สายเต็มตลอด,neg
กลิ่นแรงยิ่งกว่า285อีกกลมกล่อมตรงไหนเหอะๆ,neg
กินปูอะร้อนท้อง กินsmirnoffร้อนคอเลยอีสัส,neg
กินไรก็ได้ ขอเว้น เอ็มเคไว้อย่างละกัน ฮือ,neg
กินอะไร กินอะไร กินอะไร ไปกินเอ็มเคไม่ได้,neg
ของจริงไม่คือแบบนิ้ เมื่อวานกุเห็น 555555,neg
เข้าใจเล่นนะ...กว่าจะเข้าไปได้หมดทุกคูปอง,neg
คุมตัวผู้หญิง ใช้ตำรวจชายเหรอ ช่วยตอบด้วย,neg
เคยทำงานเบียร์ช้างยอดตกรวมกันเกือบแสนล้าน,neg
แค่กินฟูลมูนท้องไส้นี่ปั่นป่วนไปหมดแร้ววว,neg
จะไม่กินสเมอนอฟอีกแล้ว กินทีไรเละเทะทุกที,neg
เจอถนนประเทศไทยคือพังตั้งแต่ลูกระนาดในซอย,neg
ใช่ครับ พอตอกไข่หมด ผมก็ไม่ได้เข้า mk ล่ะ,neg
ตอบอินบ๊อกหน่อยนะคะ จะได้รู้ว่าควรทำไงต่อ,neg
ตามเผือกงาน show dc อยู่เงียบๆ งานกากจริง,neg
แต่ผมชอบกินช้างนะ เพราะลีโอมันออกเปรี้ยวๆ,neg
ถ้าจะจับบุหรี่ไฟฟ้า แล้วยาบ้า ไม่ไปจับอ่อ,neg
ถ้าเจอบุหรี่ไฟฟ้า ในวัด ต้องยึดวัดด้วยป่ะ,neg
ถ้าวีโก้น่ะแรงครับ แต่ถ้าดีแม็กแรงโม้ครับ,neg
ทรัพย์สินพี่เขาซื้อยาริสมึงได้เป็น100ๆคัน,neg
ทำไมต้องใช้ของ Burberry กันจังวะ แพ้งงงงง,neg
ทำไมเวลาเราไปกิน ไม่มีให้เลือกเยอะขนาดนี้,neg
ทำไมอ่าาาาาา เดี๋ยวหนีไปทำเอมเค อีดอก5555,neg
น่าสงสาร นาวาร่าจัง รถดี แต่การตลาดส้นตีน,neg
เน็ตเน่าบ่อยมาก สัญญาณเต็ม แต่เน็ตไม่วิ่ง,neg
เนตเร็วนะแต่เข้าไม่ได้เข้าเวปอื่นลื่นปึ้ด,neg
บุหรี่ไฟฟ้านะ ไม่ใช่ยาบ้า มึงก้บ้า เกินไป,neg
เบื่อเธอมากพอกับการกินเอ็มเคทุกอาทิตย์เลย,neg
เบื่อแล้วกินไก่อยากกินเป็ดย่างเอ็มเค #rov,neg
ผมขับ Civic. FD แถมติดแก๊สด้วย เสียวเลยกุ,neg
ผมเจออาหารเป็นพิษครับสาขานี้ ไม่ไปอีกแล้ว,neg
ผลเลือกตั้งเครียดกว่าผล TCAS อีกไอ่สัส!!!,neg
ผู้เวลาไปถ่าย innisfree นี่งานดีชิบหายเบย,neg
เพิ่งเคยกินอาชา อร่อยกว่าช้างอีก 55555555,neg
แพงมาก เบียร์ช้าง 3 ขวด 360 บาท ขวดละ 120,neg
มันคุ้มกับสุขภาพของเราที่เสียไปจริงๆเหรอ?,neg
มาสด้าบริการหลังการขายคือแบบ ............,neg
เมื่อวานกูบองกินแล้ว อร่อยเวอร์ สปายหลบไป,neg
ไม่ค่อยชอบไลน์อาหารของฮอทพอทเท่าไรรรรรรงิ,neg
ไม่ได้ตังภาษีเหมือนบุหรี่ กูไม่ให้5555555,neg
ยังไม่ถึง 12 แต่ สูงเกิน130ก็อดไปสินะ -*-,neg
ยาริสคันล่ะล้านห้าแน่เลย นึกว่าขับฟอร์จูน,neg
ลดมาเดือนนึง ตอนขึ้นอาทิตย์เดียว เพลียค่ะ,neg
วันก่อนไปกินบาบีกอน บทจะหยุดหยุดเลย เพลีย,neg
ไว้มาๆๆ แต่เบื่อบอนชอนแล่ว อยากกินพี่ก้อน,neg
เสียดายจังพิษณุโลกไม่ได้ร่วมรายการ 😭😭😭,neg
แสงโสมนี่นำกุสู่ความชิบหายตลอดเลยนะ อิเวง,neg
ให้ขับ camry ผมขับ civic turbo ดีกว่า😂😂,neg
ออกลายเพื่อให้สะสมซองผ้าอนามัยเนี่ยนะ คือ,neg
เออ นึกถึงกูแล้วจะชิบหายกันถ้วนหน้า🤣🤣🤣,neg
แอดแม่งมั่ว เพลงประกอบโฆษณาผ้าอนามัย เฉยๆ,neg
โอ้โหหหหห เสียใจ เอ็มเคไม่ทำดอกไม้แล้ว ㅠㅠ,neg
285 แสงโสม หงส์ทอง กูกินไม่เห็นเน่าทั้งกรม,neg
Altis มีเสียงดัง หวือออออ #ซ่อมบำรุงรถยนต์,neg
TOYOTA CH-R ซื้อลอตแรกๆ ระวังกันด้วยนะครับ,neg
Toyota Yaris รถออกจะดี ทำไมถึงเลือกวิธีนี้,neg
กฏหมายบ้านเราแม่งเปิดช่องให้คนมีสีหารายได้,neg
กวนตีนป่าวล่ะ ปีใหม่เก็บเต็มราคา พ่องงงงงง,neg
กินเบียร์ยูทีพอมากินไฮนีเก้นนี่ไม่อร่อยเลย,neg
กุ้ง กุ้ง ไม่มี แค่กุ้งยังไม่มี 😠😠😠😠😠,neg
กุเอาลิป holika holika ไปไว้ไหนวะ ชิบหายละ,neg
เกียร์เข้าง่ายกว่ารถฟอร์ดเรนเจอร์mtอีก 555,neg
ข้าวผัดกระเทียมข้าวแฉะ ไม่เหมือนแต่ก่อนเบย,neg
ค่าอีสัด โอนเงินอินนิสฟรีปุ๊บ โปสคอนมาปั๊บ,neg
จริงๆตั้งใจจะไปซื้อ nyx รถเสือกยางรั่วก่อน,neg
ช่วยตรวจสอบให้หน่อยนะแนตกากมาก5วันเสีย3รอบ,neg
ชอบกินบัวลอยน้ำขิงของ mk มากอ่ะ แต่ได้น้อย,neg
ช้างจาก 65 เป็น 118฿ ต้องแดกเหล้าขาวละมั้ง,neg
เช็คสิทธิดีๆนะคะ วันก่อนไปกินที่เมกะ399ค่ะ,neg
ซึ่งกูออกมาซื้อสิงห์กินเพราะคนแม่งเยอะสัสๆ,neg
เซ็ตอินนิสฟรี55555555555 ตัดใจไม่ลงหว่ะสัส,neg
เซ็ลทรัลลาดพร้าวคนเยอะมาก​ ไม่มีโต๊ะนั้งรอ,neg
ต้องขนาดนั้นเลย ไปเช่าชุดแพงกว่ากินอีกนะ55,neg
ต้องเสียเงินเช่าชุดไปกินข้าวด้วยหรอ เอาๆๆๆ,neg
ตัวเองกินอันนี้ไม่อร่อย บิวสังเกตหลายรอบละ,neg
แต่เหมือนจะมิทัน5555แต่ละที่ไกลๆทั้งน๊านนน,neg
ถ้าไปโชว์ดีซีต้องว่างทั้งวันอะ เพราะไกลมาก,neg
ทำไมใน #Netflix ถึงมีแค่7ตอนเองงงงงงงงง แง,neg
นิสสันเปลี่ยนเกียร์ง่ายกว่าโตโยต้ามากเวอร์,neg
นี่คือราคา299จริงใช่ป้ะคะ.... #รีวิวเอ็มเค,neg
นี่แม่งถึงกะแดกช้างเลยเหรอ โหแม่งโครตเหี้ย,neg
เบียร์ช้างไม่อร่อย แต่ทุนหนา ผูกขาดเยอะที่,neg
ประเทศไทยไม่ค่อยน่าอยู่แล้ว ตั้งแต่มี รปส.,neg
เป็นกาวติดผ้าอนามัยทำไมมาอยู่ตรงนี้ หื้ม..,neg
ผ้าอนามัยนี่ติดกาวให้กูเเน่นนๆไม่ได้หรอว้ะ,neg
ผ้าอนามัยยาว40ซมกูนี่คิดว่าผ้าอ้อม อิเหี้ย,neg
พนงเอ็มเคต้องเหวี่ยงขนาดนี้มั้ย กลัว 55555,neg
พี่ครับผมใช้สมูทอีแล้วสิวขึ้นอีกและหน้าแดง,neg
ฟอร์ดที่ขายได้เพราะรถมันดี ไม่ใช่ชื่อเสียง,neg
มีอย่างละใบหรออออออออ แค่วิเดียว อย่ามีเลย,neg
มึงแดกช้างไทย มึงแดกเบียร์อื่นได้หมดอ่ะค่ะ,neg
เมื่อก่อนกินแม่งทุกวัน เอียนจนถึงทุกวันนี้,neg
ไม่บอกว่าจ-ศ พอไปหน้าร้านไม่ได้ เสียอารมณ์,neg
ไม่มีพิษณุโลก😢😢😢😢 ทำไมใจร้ายอย่างนี้😩,neg
ยาบ้าเกรื่อนเมืองไม่จับ จับบุหรี่ไฟฟ้า ถุย,neg
รถซิตี้ เปิดประตูด้านคนขับจากด้านนอกไม่ได้,neg
รถโรงงานนิสสันออกแล้ว ซวยมากกกก 5555555555,neg
เราหน้ามันค่ะ ถ้าใช้ biotherm คงรำคาญอะ 😂,neg
เลื่อนไปกูก็ไม่เลือกมึงค่ะ #เลื่อนแม่มึงสิ,neg
แล้วตอนจับทำไมทำเเบบนั้นแรงกว่าจับยาเสพติด,neg
สภาพหลังจากโดนฟอร์จูนเนอร์ขับตามตูดตลอดทาง,neg
สมัคร #netflix สุดท้ายก็ไม่รู้จะดูเรื่องไร,neg
สรุปคือไม่ใช่พยาธิแต่เป็นฝีหนอง... แหวะ...,neg
สอบถามรถ MG3 ป้ายแดงใส่เกียร์ถอยไม่ติด #MG,neg
เสียดายอะก้อน น่าจะมีที่สาขา gold pan ด้วย,neg
แสงโสม+ โซจู เป็นอะไรที่เหี้ยมาก ไม่ควรลอง,neg
หมดอารมไปแดกบาบีก้อนเลยกุ เศร้าอีเหี้ยโอ้ย,neg
อเมร่า เทียน่า นาวาร่า ซิลฟี่ เหมือนกันหมด,neg
อยาก โฮการ์เด้นโรเซ่มากกกกกกกกก ไม่ไหวแล้ว,neg
อันนี้อร่อยป้ะ อีป๋องดำแดงแดกแล้วไม่ชอบเลย,neg
เอ็มเคบุฟเฟต์ไม่คุ้มเคยกินหล่ะ อิ่มไว 5555,neg
โอ๊ยๆๆๆ รอรีฟิล ที่อุดรจนเบื่อจร้า พี่ก๊อน,neg
โอ้ยอย่าบิ้วววววววว เบียร์ช้างที่นี่มันแพง,neg
โอเรนทอลกูเคยใช้สูตรใหม่ที่มัน 800+ บอกเรย,neg
ไฮเนเก้นเลิกกินไปนานแล้วครับ คิดถึงkroster,neg
4น้ำมันไม่มีหม่าล่าให้หรือวันนั้นไม่ถามก่อน,neg
55555555555555555555สมูทอีหลีเด้อ/เสียงณเดช,neg
CF peripera sugar เบอร์ 1 + เบอร์ 3 /// แพง,neg
OKทุกอย่างแต่คืองงไม่มี กุ้งสด ถ้ามีจะดีเลย,neg
กดเข้าไปตอน 11.00 คูปองหมด 555555 ขี้โกงแท้,neg
ก็ปากดีกับตอแหลไง การทำงานมันเลยต้องต่างกัน,neg
กำลังจะบอกว่าสเมอมิด แฮ้งแรงมาก ปวดหัวตุ้บๆ,neg
กิน 285 ทีไรหายใจไม่ออกทุกที คัดจมูกสุดดดด!,neg
กูจะเลิกกินไฮเนเก้นก็เพราะคลิปนี้แหละ🙈🙈🙈,neg
เกลียดตัวเองที่กินบาบีก้อนคนเดียวหมดแปดร้อย,neg
เกลียดเบียร์ช้างว่ะ แดกนิดเดียวยังปวดหัวได้,neg
ขอเสียของบุหรี่ไฟฟ้าคือ...รัฐบาลขาดทุนจบ!!!,neg
ขอแสดงความเสียใจคะ วันนี้คุณไม่ได้ไปต่อ5555,neg
ค่าเช่าชุดมึงก็พอๆกันอะเผลอๆเสียเยอะกว่า555,neg
เคยแพลนจะไปกินเอ็มเคคนเดียว...แต่ไม่มีตังค์,neg
เค้าเคยใช้ supermom ใช้ดีอยู่ ทาไปนานๆปากดำ,neg
เงินหดหาย ตอนนี้สเมอนอฟป๋องละ100ละ อย่างแพง,neg
จริง เมื่อคืนวานกินเบียร์ยูแล้วไม่ถูกปากเลย,neg
จะส่งอีเมลล์ไปแจ้งแสนสิริสำนักงานใหญ่โมโหละ,neg
ใช้Dr.jillอยู่สิวยังขึ้นหน้ายังดำอยู่เลยค่ะ,neg
